Merchant ID,Merchant Name,Payment Method,Transaction ID,Transaction Type,Status,Transaction Time,Order ID,Amount,Currency,POS ID,Scheme,Execution Time,Country Code,Original Amount,Original Currency,Settlement ID,Order Description,Order Detail Description,Sub Merchant ID
1604896139,Study Mode,Visa,1211324997,Debit,settled,2015-04-10 16:15:45.754,37138612601428675275,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211325339,Debit,settled,2015-04-10 16:16:43.426,316737091001428675332,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211325357,Debit,settled,2015-04-10 16:19:16.524,317651517701428675402,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211325396,Debit,settled,2015-04-10 16:24:09.245,317646663401428675656,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211325568,Debit,settled,2015-04-10 16:24:24.098,317631928601428675776,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211325589,Debit,settled,2015-04-10 16:26:48.862,314881400701428674867,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211325636,Debit,settled,2015-04-10 16:32:09.987,36573286701428676281,7.45,BRL,R,,,,7.45,BRL,1141039809,R$7,45 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142489302,Debit,settled,2015-04-10 16:35:35.446,315580434101428676471,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142490334,Debit,settled,2015-04-10 16:44:56.963,312345443301428677046,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142490468,Debit,settled,2015-04-10 17:04:26.001,317648412701428678171,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142490489,Debit,settled,2015-04-10 17:08:37.992,317652300401428678453,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142489361,Debit,settled,2015-04-10 17:10:22.161,317652155501428678551,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211326538,Debit,settled,2015-04-10 17:15:25.094,317641628801428678813,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211326742,Debit,settled,2015-04-10 17:36:06.226,317652639101428680093,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211326474,Debit,settled,2015-04-10 17:52:12.145,317335096601428677792,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142489433,Debit,settled,2015-04-10 17:57:38.705,317651365601428681176,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211326889,Debit,settled,2015-04-10 17:58:19.618,317652955301428681303,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211327529,Debit,settled,2015-04-10 18:15:15.462,313867698801428682476,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142489495,Debit,settled,2015-04-10 18:16:53.446,317653196501428682393,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142490839,Debit,settled,2015-04-10 18:21:09.115,317653256501428682732,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142490856,Debit,settled,2015-04-10 18:23:50.192,317643041801428682877,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211327321,Debit,settled,2015-04-10 18:34:12.583,317640342101428683596,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211327330,Debit,settled,2015-04-10 18:35:08.044,317653220801428683512,49.90,BRL,R,,,,49.90,BRL,1141039809,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,MasterCard,1211327357,Debit,settled,2015-04-10 18:38:24.522,317376812801428683875,49.90,BRL,R,,,,49.90,BRL,1141039809,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,MasterCard,1142491505,Debit,settled,2015-04-10 18:44:54.306,314853175801428684253,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211327829,Debit,settled,2015-04-10 18:54:38.184,36473636301428684813,24.95,BRL,R,,,,24.95,BRL,1141039809,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,MasterCard,1142491585,Debit,settled,2015-04-10 18:58:33.403,314953162801428685024,49.90,BRL,R,,,,49.90,BRL,1141039809,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,MasterCard,1142491626,Debit,settled,2015-04-10 19:03:54.886,311270121901428685331,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142491660,Debit,settled,2015-04-10 19:09:17.035,317653106201428685576,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211327921,Debit,settled,2015-04-10 19:10:29.012,36293779701428685766,24.95,BRL,R,,,,24.95,BRL,1141039809,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Visa,1211328108,Debit,settled,2015-04-10 19:17:27.076,316980909701428686236,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142491738,Debit,settled,2015-04-10 19:24:31.563,317654174201428686573,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Hipercard,1211328236,Debit,settled,2015-04-10 19:33:45.519,36642356601428687083,7.45,BRL,R,,,,7.45,BRL,1141039809,R$7,45 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142491805,Debit,settled,2015-04-10 19:33:56.837,317654223101428687213,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211329082,Debit,settled,2015-04-10 19:40:27.328,317654421101428687558,49.90,BRL,R,,,,49.90,BRL,1141039809,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,MasterCard,1142491854,Debit,settled,2015-04-10 19:41:17.012,317654342801428687574,49.90,BRL,R,,,,49.90,BRL,1141039809,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Visa,1142491863,Debit,settled,2015-04-10 19:42:37.041,317654451101428687693,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142491868,Debit,settled,2015-04-10 19:43:07.425,317277855101428687753,49.90,BRL,R,,,,49.90,BRL,1141039809,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Hipercard,1211330788,Debit,settled,2015-04-10 19:51:24.336,317653201001428684857,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142491916,Debit,settled,2015-04-10 19:52:24.072,317654473601428688156,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211332894,Debit,settled,2015-04-10 20:01:37.541,317654602001428688749,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211334320,Debit,settled,2015-04-10 20:08:43.072,314743306801428689211,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211336146,Debit,settled,2015-04-10 20:19:18.864,317654981501428689917,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142491116,Debit,settled,2015-04-10 20:20:41.092,317654788901428689977,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211336413,Debit,settled,2015-04-10 20:20:55.535,311305914901428689103,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142492109,Debit,settled,2015-04-10 20:21:15.068,317654986001428689965,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142492114,Debit,settled,2015-04-10 20:21:30.266,317603313401428690041,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211337557,Debit,settled,2015-04-10 20:25:59.815,317655043901428690245,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211337791,Debit,settled,2015-04-10 20:27:17.612,317645510201428690078,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211337908,Debit,settled,2015-04-10 20:27:57.917,317654118401428686877,49.90,BRL,R,,,,49.90,BRL,1141039809,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Visa,1211338332,Debit,settled,2015-04-10 20:30:26.749,317624397701428690483,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142491169,Debit,settled,2015-04-10 20:33:10.408,317655184901428690741,49.90,BRL,R,,,,49.90,BRL,1141039809,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Visa,1142492286,Debit,settled,2015-04-10 20:41:36.003,314716269901428691181,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Hipercard,1211337261,Debit,settled,2015-04-10 20:42:28.695,317655265901428691184,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142492328,Debit,settled,2015-04-10 20:48:05.792,317655222701428691140,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211337338,Debit,settled,2015-04-10 20:53:14.744,317627120201428691914,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142492433,Debit,settled,2015-04-10 21:06:12.418,36241110801428692703,7.45,BRL,R,,,,7.45,BRL,1141039809,R$7,45 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211337471,Debit,settled,2015-04-10 21:11:43.057,317655698201428692988,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211337474,Debit,settled,2015-04-10 21:12:04.617,317654682701428688923,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211339173,Debit,settled,2015-04-10 21:29:31.744,317182924301428694118,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211339301,Debit,settled,2015-04-10 21:39:41.354,317655844901428694683,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142492668,Debit,settled,2015-04-10 21:46:43.056,317655937601428695114,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211339405,Debit,settled,2015-04-10 21:48:04.191,317656229201428695196,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211339984,Debit,settled,2015-04-10 22:35:24.954,316715492801428698061,7.45,BRL,R,,,,7.45,BRL,1141039809,R$7,45 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142491394,Debit,settled,2015-04-10 22:38:39.639,317655911501428698260,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142491428,Debit,settled,2015-04-10 22:56:32.679,36147098901428699315,24.95,BRL,R,,,,24.95,BRL,1141039809,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Visa,1211340304,Debit,settled,2015-04-10 22:57:31.298,317657130701428699335,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142491441,Debit,settled,2015-04-10 23:03:01.312,317657196701428699715,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142491470,Debit,settled,2015-04-10 23:13:12.487,317657135201428699832,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211341039,Debit,settled,2015-04-10 23:16:12.828,317657332901428700376,49.90,BRL,R,,,,49.90,BRL,1141039809,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Visa,1142493099,Debit,settled,2015-04-10 23:24:47.875,317657439101428701021,49.90,BRL,R,,,,49.90,BRL,1141039809,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Visa,1211341597,Debit,settled,2015-04-10 23:57:29.597,317657824601428703011,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142493318,Debit,settled,2015-04-11 00:06:08.716,317644765601428703360,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142493561,Debit,settled,2015-04-11 00:25:30.902,317658016901428704533,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211342324,Debit,settled,2015-04-11 00:50:38.794,317658108701428705993,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142495207,Debit,settled,2015-04-11 00:51:41.686,317658291701428706272,49.90,BRL,R,,,,49.90,BRL,1141039809,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Visa,1142493663,Debit,settled,2015-04-11 01:04:17.191,314693347801428706989,7.45,BRL,R,,,,7.45,BRL,1141039809,R$7,45 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142495256,Debit,settled,2015-04-11 01:07:05.756,317355560501428707089,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142493684,Debit,settled,2015-04-11 01:15:55.386,317658616901428707623,49.90,BRL,R,,,,49.90,BRL,1141039809,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Visa,1211342729,Debit,settled,2015-04-11 01:19:51.244,317658676301428707929,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142493701,Debit,settled,2015-04-11 01:21:39.847,317658349301428708028,49.90,BRL,R,,,,49.90,BRL,1141039809,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,MasterCard,1211342789,Debit,settled,2015-04-11 01:24:58.209,317658557201428708113,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142500691,Debit,settled,2015-04-11 02:20:48.002,310701865301428711578,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211343560,Debit,settled,2015-04-11 02:23:25.209,317659291601428711673,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211340665,Debit,settled,2015-04-11 02:28:54.022,317659342001428712072,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211340686,Debit,settled,2015-04-11 02:33:07.259,36628135401428712313,24.95,BRL,R,,,,24.95,BRL,1141039809,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Visa,1142500739,Debit,settled,2015-04-11 02:46:05.245,315964343801428712111,24.95,BRL,R,,,,24.95,BRL,1141039809,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,MasterCard,1211340829,Debit,settled,2015-04-11 02:53:24.951,310217792501428713535,24.95,BRL,R,,,,24.95,BRL,1141039809,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,MasterCard,1211343813,Debit,settled,2015-04-11 02:58:51.475,36516506901428713872,7.45,BRL,R,,,,7.45,BRL,1141039809,R$7,45 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211340913,Debit,settled,2015-04-11 03:07:43.949,317659693301428714306,49.90,BRL,R,,,,49.90,BRL,1141039809,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Visa,1142500811,Debit,settled,2015-04-11 03:17:41.537,317656376801428714944,49.90,BRL,R,,,,49.90,BRL,1141039809,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Visa,1142498328,Debit,settled,2015-04-11 03:22:42.039,317478461801428714891,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211340999,Debit,settled,2015-04-11 03:24:05.584,317659822901428715342,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142498335,Debit,settled,2015-04-11 03:26:28.624,310473380801428715468,7.45,BRL,R,,,,7.45,BRL,1141039809,R$7,45 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211344123,Debit,settled,2015-04-11 03:44:35.745,317659926701428715954,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142498447,Debit,settled,2015-04-11 03:56:38.486,36585305901428717278,14.90,BRL,R,,,,14.90,BRL,1141039809,R$14,90 faturado mensalmente. Planos mais populares.,,
